TYPE,DYN_MassInHalfRad,DM_MassInHalfRad,R_eff,Mass,VelDisp,mangaid
LTGs,10.168,10.059935894000684,0.5567837809206029,9.812014904048274,1.7795964912578246,1-249808
LTGs,10.323,10.225306315480989,0.6822350175210193,9.928180612342203,1.8893017025063104,1-249892
LTGs,10.904,10.80548302733488,0.7767005700371669,10.512429021790721,1.9185545305502736,1-249904
LTGs,11.086,10.588546550072731,0.988202430723935,11.220758671748044,2.1095785469043866,1-250343
LTGs,11.126,11.010984683204253,0.9761667269717134,10.79376212332257,2.171433900943008,1-250479
LTGs,10.702,10.499583880807915,0.8489281236993463,10.574206551234912,1.9982593384236986,1-250603
LTGs,10.472,10.451174222272257,0.7600440399743852,9.443475634463848,1.9513375187959177,1-250607
LTGs,10.603,10.52646119920977,0.7980295622017225,10.112419832668396,1.8075350280688534,1-250628
LTGs,11.062,10.97020314650585,0.935707923477726,10.642983214837622,2.1775364999298623,1-250806
LTGs,10.892,10.676300158945063,0.9190261905361342,10.785700242186364,2.02816441942447,1-250870
LTGs,10.811,10.435140836461894,0.8442903105152969,10.874811242459941,2.111598524880394,1-250997
LTGs,10.958,10.720517942595631,0.8840586834661297,10.883532896261219,2.031408464251624,1-2511
LTGs,11.381,11.15251576822167,1.0097906505744398,11.293856906674312,2.268577971882843,1-251115
LTGs,10.442,10.318147930844379,0.4340894871976115,10.137693592113221,2.084933574936716,1-251198
LTGs,10.765,10.640304075714461,0.7431969732270944,10.46324075177114,2.1341771075767664,1-251307
LTGs,11.026,10.747974892836778,0.8020898231810514,11.001708030821936,2.030599721965951,1-251662
LTGs,11.077,10.898680470674353,0.9029263604424196,10.905331273717058,2.1866738674997452,1-251762
LTGs,10.586,10.498194584297396,0.675505108660369,10.149603713468737,2.0511525224473814,1-251833
LTGs,11.105,10.507699892203183,0.8541237729307846,11.279492967195258,2.2214142378423385,1-252070
LTGs,10.434,10.368863619391604,0.7663392317733048,9.878908094204377,1.9074113607745862,1-252072
LTGs,10.989,10.866844837678174,0.9467963415038522,10.679510606801209,2.1290450598879582,1-252202
LTGs,10.661,10.41562996643211,0.6787897809543821,10.597143172091908,2.082066934285113,1-252508
LTGs,11.263,11.156710387239958,0.9796849702612761,10.900675054496597,2.238798562713917,1-254146
LTGs,10.53,10.383450525779107,0.5837649113120328,10.288013761921505,2.0780941504064105,1-254645
LTGs,11.341,10.865041735028038,0.8950350878082299,11.46535607176427,2.13481437032046,1-254694
LTGs,10.569,9.952759072034933,0.8033886906048053,10.74971717223282,1.9986951583116557,1-25554
LTGs,9.902,9.603881908946592,0.24748350275914893,9.899068439471213,1.8796692056320534,1-255676
LTGs,10.049,9.986575742595287,0.5275018569762356,9.476760737933605,1.8325089127062364,1-255695
LTGs,10.019,9.880607173312365,0.5547327381290165,9.755998816546096,1.8876173003357362,1-255903
LTGs,11.181,11.091622251417185,0.9932158247267391,10.751552364090797,2.198931869932209,1-255916
LTGs,10.724,10.638384997556505,0.7241938611139918,10.277691069962152,1.7226339225338123,1-255939
LTGs,10.952,10.681386621295234,0.9057426173444179,10.919291581345455,2.074816440645175,1-255958
LTGs,10.689,10.517852156170692,0.68618827360874,10.502849831789986,1.994756944587628,1-256002
LTGs,10.515,10.303047947820376,0.6940782533314833,10.402808785754594,2.015778756389041,1-25609
LTGs,10.792,10.11839204895708,0.7742981672982189,10.989541095336348,2.144574207609616,1-256131
LTGs,10.601,10.52764889693596,0.7102882800249487,10.093492859082701,2.0569048513364727,1-256150
LTGs,10.528,10.424483348962816,0.8795560835482717,10.15552516101291,1.9095560292411753,1-256190
LTGs,10.146,9.808538056177166,0.48158685314941585,10.179610883974139,1.8591382972945307,1-256203
LTGs,11.159,10.92976220516016,0.773858507848146,11.072943053520332,2.2576785748691846,1-256293
LTGs,10.491,10.07098489003405,0.6034702941162335,10.584298265646309,1.9894498176666917,1-25632
LTGs,10.98,10.778099536471103,0.8304598016435978,10.851336670248596,2.070037866607755,1-256456
LTGs,10.965,10.753971528857162,0.8207918327008346,10.851336670248596,2.065206128054312,1-256456
LTGs,10.943,10.71761791354991,0.8276271563800642,10.851336670248596,2.068927611682072,1-256456
LTGs,10.151,10.061250945624252,0.6480662612224438,9.723173558580147,1.861534410859038,1-256546
LTGs,10.788,10.654493777813109,0.8604592132573586,10.511702780197572,2.093421685162235,1-25656
LTGs,11.235,11.125304321337568,1.1408540269841123,10.88474122346012,2.1513698502474603,1-256574
LTGs,10.324,10.148764468655123,0.6382881229331538,10.146192210509074,1.9304395947667001,1-25682
LTGs,10.35,10.283497773540892,0.6731116204882489,9.803254977449633,1.9618954736678504,1-256860
LTGs,9.914,9.816801562640045,0.5332646165998257,9.517211777054948,1.7902851640332418,1-25707
LTGs,10.555,10.44783646544941,0.8476971439330114,10.195812177183829,1.9459607035775686,1-257100
LTGs,10.113,9.901697113205966,0.4898174657896934,9.999774915672653,1.9041743682841634,1-25722
LTGs,10.396,10.190060608309777,0.5995562294357621,10.274076775530707,1.9943171526696368,1-257627
LTGs,10.546,9.99706780025,0.6065948905334532,10.70283246979382,1.9647309210536295,1-257813
LTGs,10.602,10.520937228994024,0.7777149772872485,10.134166006464396,2.0187004986662433,1-257825
LTGs,10.322,10.277826441732437,0.7191646643935454,9.608508483113946,1.9508514588885464,1-257940
LTGs,10.017,9.970500080561767,0.6286931324686381,9.324655353105967,1.8034571156484138,1-257984
LTGs,10.348,10.099803867562565,0.4438899534623205,10.287836720328945,1.9339931638312424,1-258315
LTGs,9.702,9.361968215969755,0.42958958809970677,9.737786042769983,1.7160033436347992,1-258401
LTGs,10.412,10.149602369632014,0.6418698593634976,10.369592580697654,1.9576072870600953,1-258538
LTGs,11.171,11.029274535931075,1.0097485055009507,10.916756214868062,2.2081725266671217,1-258555
LTGs,11.403,11.264058048415617,1.126715374119203,11.141458655102456,2.2773799746672547,1-258631
LTGs,10.288,10.194608394302213,0.7160863074663913,9.875694198682032,1.9122220565324155,1-258671
LTGs,10.838,10.754906695426728,0.9248995445757874,10.379927285758669,2.017450729510536,1-258726
LTGs,9.972,9.78717245504034,0.34044512577610925,9.812871137460906,1.808885867359812,1-258748
LTGs,10.556,10.25388065885393,0.5856846481511945,10.557086619900373,2.1085650237328344,1-258750
LTGs,10.692,10.626248452572225,0.8367042819447347,10.140690588281778,2.0056094453602804,1-258760
LTGs,10.614,10.534547678132068,0.8303320469405979,10.138231592193707,1.9827233876685453,1-258777
LTGs,10.244,10.092019404535582,0.6256207508765251,10.015257327216501,1.8698182079793282,1-258778
LTGs,10.042,9.912690702629991,0.46389401445253303,9.753823824164641,1.8808135922807914,1-258795
LTGs,10.578,10.446551627385942,0.828403914825277,10.295933182195496,1.9222062774390163,1-258820
LTGs,10.728,10.434409535557496,0.6781543366513976,10.72043080406284,2.140193678578631,1-258849
LTGs,10.809,10.234970511813852,0.809156571958813,10.97533077465869,2.1473671077937864,1-258876
LTGs,10.189,10.119817352974293,0.5998820188125658,9.658110635240556,1.8785217955012066,1-258915
LTGs,11.196,10.988343124488813,0.9617538244029203,11.076892818270737,2.226342087163631,1-258925
LTGs,11.092,11.008273399217455,0.8939278494002827,10.636918195938085,2.2174839442139063,1-258988
LTGs,10.008,9.764375463009708,0.4000207499483011,9.941833964778393,1.9100905455940682,1-259058
LTGs,10.343,10.270810543074829,0.7532774156768883,9.829124594766636,1.8819549713396004,1-259104
LTGs,11.287,11.115944050706082,1.0895525491239644,11.100659521133963,2.2166935991697545,1-259108
LTGs,11.472,11.215882183616099,1.090399492805444,11.421901808170336,2.3049211619008916,1-259142
LTGs,10.214,10.089908348079986,0.6648309194194325,9.910418791569805,1.8394780473741983,1-259195
LTGs,10.149,9.957182007219776,0.570542128028112,10.002750377625885,1.8686444383948257,1-259245
LTGs,11.222,10.987181202502175,0.8577537520652682,11.143846493342474,2.2132520521963968,1-259537
LTGs,10.455,10.262377089457598,0.7565600575415471,10.310196109224618,1.912753303671323,1-259908
LTGs,10.592,10.199231423704548,0.5981321677865636,10.667699093556193,2.049605612594973,1-26025
LTGs,10.112,9.98124038021219,0.46686685124591,9.827978693627573,1.8756399370041683,1-2604
LTGs,11.499,11.287987122180393,1.0008241623080585,11.38531174590128,2.34908316877959,1-260446
LTGs,10.705,10.543704040720598,0.7279470935446267,10.497714368947648,2.0909630765957314,1-260481
LTGs,10.199,10.104695786422782,0.6339702514441382,9.790477571347365,1.8876173003357362,1-26071
LTGs,10.922,10.802830894714791,0.5788685159943336,10.603186441786452,1.9628426812012425,1-260715
LTGs,11.068,10.540755016842429,0.9817272842126832,11.215985925867322,2.1547282074401557,1-26079
LTGs,10.487,10.280771307485304,0.7390977259556003,10.365553185269475,1.8656960599160706,1-260937
LTGs,9.888,9.825512744460724,0.597474438869686,9.316168059602623,1.734799829588847,1-260942
LTGs,10.609,10.34527367398378,0.779524311046239,10.568188470609604,2.0043213737826426,1-260943
LTGs,9.246,8.897935937341776,0.2161633722195222,9.28843437293278,1.6848453616444126,1-261059
LTGs,10.003,9.816503699158117,0.5599076350749972,9.846999556092788,1.845098040014257,1-261200
LTGs,10.259,9.980969031710831,0.4913630600291092,10.234714566215008,1.9960736544852753,1-261224
LTGs,10.195,9.825177362698495,0.39217104190369,10.254371205672728,1.8733206018153987,1-261243
LTGs,9.852,9.72447061925109,0.5543673476305682,9.558650485657804,1.7803173121401512,1-261318
LTGs,10.903,10.410110285956462,0.8605770382919123,11.035613339963804,2.143014800254095,1-26135
LTGs,10.531,10.295786963111665,0.5537631939989005,10.453395595354225,2.1136091510730277,1-26172
LTGs,10.1,9.848501699046103,0.4528607181724224,10.044083125252948,1.801403710017355,1-26186
LTGs,10.894,10.293662765552565,0.8579348285654264,11.069515484780988,2.1075491297446862,1-262322
LTGs,10.553,9.793935788257615,0.7935811853185658,10.770928572999827,1.9079485216122722,1-26306
LTGs,11.19,10.947508133678548,0.9196013153778289,11.122323897066074,2.1986570869544226,1-263197
LTGs,10.827,10.63874762925771,0.8084126331416104,10.67425469564653,2.095518042323151,1-264059
LTGs,10.915,10.70297054871288,0.9325245367928561,10.80293178569757,2.0965624383741357,1-264254
LTGs,11.083,10.753799242293336,0.8003732156477672,11.109454228193314,2.144885418287142,1-26436
LTGs,11.183,10.931627528110978,0.9251577284217637,11.12692266307477,2.228400358703005,1-264375
LTGs,10.387,10.014779256882267,0.5889441969161495,10.448147918895353,1.9890046156985368,1-264482
LTGs,10.148,9.056471508175868,0.4589411012432899,10.412346697853577,1.9628426812012425,1-264510
LTGs,10.928,10.781007084531232,0.6653924578117136,10.687116645288741,1.9425041061680808,1-264543
LTGs,10.73,10.433256280769589,0.8284014326300115,10.72567099806131,2.002166061756508,1-26458
LTGs,10.466,10.315147511216054,0.7795977510961761,10.234553008479505,1.9400181550076632,1-264729
LTGs,10.623,10.349692362616896,0.6312407702070226,10.593386643983713,2.1290450598879582,1-264784
LTGs,11.541,11.358860166612665,1.1120687782324348,11.376758886782529,2.1122697684172707,1-264890
LTGs,11.514,11.340570117301874,0.992685495455609,11.332536555675636,2.3203540328176717,1-264944
LTGs,10.228,10.097788908936547,0.6608667462393594,9.942413573504203,1.912753303671323,1-265247
LTGs,11.148,11.004767310924878,0.9616096539093518,10.897637992725869,2.19506899646859,1-26536
LTGs,11.224,10.899303379073968,0.9801851097983982,11.246443303444138,2.2427898094786767,1-265530
LTGs,11.371,11.16962756725491,1.2135179454039522,11.241443029651583,2.0437551269686796,1-265560
LTGs,11.676,11.55865252574402,0.9519204763837776,11.35136604022712,2.0511525224473814,1-265589
LTGs,10.222,10.068755542263068,0.5839923149779307,9.996258965539047,1.787460474518415,1-265597
LTGs,10.551,10.288371591932822,0.49317858474052906,10.508870538745976,2.115943176939055,1-265618
LTGs,11.319,11.213870849326346,1.0766769631262014,10.952464101244066,2.2182728535714475,1-265639
LTGs,10.788,10.580291511282459,0.7428021148854558,10.668976991356345,2.1550322287909704,1-265769
LTGs,10.454,10.360673448073312,0.8771980318334268,10.041422939268514,1.8779469516291882,1-265772
LTGs,10.745,10.513955375529788,0.7585329994164631,10.661528703792904,2.0948203803548,1-265783
LTGs,10.635,10.372893905415946,0.6553292087480714,10.592240977173452,2.061829307294699,1-265988
LTGs,10.21,10.103694804449262,0.673756914671676,9.84773124652095,1.8762178405916423,1-266020
LTGs,11.076,10.832078637530605,0.8880681074894727,11.010228174334053,2.0580462303952816,1-266039
LTGs,10.089,10.012504547114986,0.5078559540095262,9.598194837265737,1.885926339801431,1-266101
LTGs,10.279,10.132817344357159,0.6234569157743537,10.036098471179164,1.8260748027008264,1-26611
LTGs,10.914,10.770168252087029,0.8473264337610372,10.66516754490811,2.16761267272753,1-266112
LTGs,11.469,11.344695120784062,1.1262619276357564,11.166062862454133,2.2322335211147335,1-26670
LTGs,11.143,10.803701420714459,0.9134442179296128,11.17816786534443,2.1398790864012365,1-26682
LTGs,10.537,10.066002234543637,0.5352940955711469,10.658844307032641,2.0038911662369103,1-268826
LTGs,11.053,10.657949227018443,0.8316785054888599,11.130244354890674,2.1631613749770184,1-268854
LTGs,11.077,10.988643106922382,1.004535509522867,10.643056421907556,2.1149444157125847,1-268956
LTGs,10.364,10.226508451232567,0.7857561380999778,10.098588064080085,1.912753303671323,1-268986
LTGs,10.8,10.52624997826558,0.8112398952558224,10.770890912829818,2.071513805095089,1-269070
LTGs,10.409,10.00757696201963,0.7372723777768865,10.490487842980379,1.9454685851318196,1-269165
LTGs,10.827,10.730953936747907,0.9035777797311492,10.42558690233737,2.037027879755775,1-269177
LTGs,10.73,10.56285481979314,0.7138255904008078,10.535444005373705,1.9566485792052033,1-269179
LTGs,10.703,10.46471318559723,0.988871883250692,10.629636277716006,1.9132839017604184,1-269248
LTGs,10.794,10.641589725075104,0.7926015018312773,10.566281114782452,2.115943176939055,1-269279
LTGs,11.002,10.881101082910327,0.8208577493623056,10.688620059061998,2.216165902285993,1-26934
LTGs,10.504,10.194430068173613,0.6540808030261879,10.512375240811393,2.0519239160461065,1-269491
LTGs,11.284,10.976931200368455,0.9424055554164995,11.289955985506893,2.2915908256580013,1-269577
LTGs,11.255,10.887687833024222,0.965530364130054,11.312492814919484,2.214578953570499,1-269638
LTGs,11.296,11.048971421521397,0.961325987597527,11.234317511784782,2.2487087356009177,1-26985
LTGs,10.866,10.693662343662005,0.8027728312936995,10.682302783659608,2.15896526038341,1-269986
LTGs,10.277,10.120817106742289,0.5949448981730378,10.058125483584568,1.9429995933660404,1-270068
LTGs,11.206,10.839175462584361,0.8851350331966216,11.263125750410275,2.2643455070500926,1-270129
LTGs,10.523,9.968306352900637,0.7144134394947862,10.682080462529019,2.001300933020418,1-270135
LTGs,10.973,10.570598468522556,0.844165857355908,11.055130333344707,2.1917303933628562,1-270170
LTGs,11.466,11.278565432453417,0.8596190177338213,11.311743446377317,2.1179338350396413,1-270196
LTGs,10.233,9.710786512044118,0.6349814113260615,10.378842613146489,1.9786369483844743,1-270240
LTGs,11.092,10.742792143500234,0.8377779247604584,11.1353630038621,2.037027879755775,1-270268
LTGs,11.017,10.67567283572422,0.7952541116128728,11.053873514711036,2.1869563354654122,1-270298
LTGs,10.691,10.51522062796613,0.8061815177232388,10.514284294153741,1.9885589568786155,1-270321
LTGs,10.45,10.377531988956708,0.7255019472924513,9.937661749030001,1.9375178920173466,1-270339
LTGs,10.594,10.433312193333048,0.8186206782137306,10.38535913648524,1.888179493918325,1-270359
LTGs,11.03,10.818314383912684,0.8959759521887184,10.917384940482133,2.187520720836463,1-270440
LTGs,10.525,10.283422423977294,0.45727578277907166,10.456098242033901,2.0670708560453703,1-270506
LTGs,9.803,9.73153764362622,0.6154221314602236,9.28508168633542,1.7267272090265722,1-270550
LTGs,10.892,10.669635737823912,0.7431951515685961,10.795862110295477,2.1427022457376155,1-270655
LTGs,11.112,11.010785269294493,1.0643068139682226,10.730864459009505,2.1231980750319988,1-270684
LTGs,10.798,10.50075711833134,0.6773335813408563,10.794179571069856,2.1562461903973444,1-270712
LTGs,10.91,10.560782492677026,0.797683242072996,10.953370820405823,2.175511813363448,1-270734
LTGs,10.97,10.867670161671315,1.0333045312843578,10.593087225457388,2.015778756389041,1-271724
LTGs,10.892,10.454796933822811,0.8580553428891315,10.995513715279975,2.0203612826477078,1-271967
LTGs,10.609,10.388830346934938,0.6461091504114762,10.509559106880578,1.9153998352122699,1-272047
LTGs,10.644,10.444462234001758,0.6060586861192965,10.51131513304646,2.103803720955957,1-272080
LTGs,10.888,10.658712510995777,0.7788015520494205,10.802014518612747,2.1772478362556233,1-272178
LTGs,10.999,10.72368060303477,0.6912576606531616,10.971670999124868,2.182984967003582,1-272265
LTGs,10.999,10.806059581932564,0.8718652099109808,10.854764336543779,2.1109262422664203,1-272287
LTGs,10.593,10.471392252189261,0.9381705624890546,10.281820948745018,1.9122220565324155,1-272298
LTGs,10.511,10.397571030070463,0.7687860117095137,10.173488876727996,1.9633155113861114,1-272315
LTGs,10.37,10.21789032484195,0.6126779853183335,10.141565242675858,1.9876662649262746,1-272321
LTGs,11.14,10.559087142930473,0.96108871922169,11.30880702714065,2.196452541703389,1-272423
LTGs,10.759,10.660781673160763,0.6714513916947669,10.366254186274592,2.172310968521954,1-272473
LTGs,10.611,10.451565326719878,0.9696955741226493,10.399547156000176,1.9138138523837167,1-272575
LTGs,10.078,10.019513517321377,0.5312243748440547,9.479386080058351,1.8998205024270962,1-272757
LTGs,11.572,11.36766462955438,1.1358962339489693,11.447420005830448,2.3089910290001643,1-272819
LTGs,10.986,10.554097756927582,0.824711390493115,11.086431593584498,2.1869563354654122,1-272881
LTGs,11.268,11.015075919563923,0.8087517695576762,11.213893975329361,2.3370597263205246,1-272985
LTGs,10.784,10.489521933194258,0.7113868174216541,10.777347710280328,2.1420764610732848,1-273041
LTGs,9.96,9.868189492320097,0.51467913275965,9.541041221770579,1.7759743311293692,1-273098
LTGs,10.811,10.574194527068059,0.6387884076307584,10.735601485981961,2.1766699326681493,1-273110
LTGs,10.224,10.150164932520688,0.6695954346869499,9.719113734679912,1.8356905714924256,1-273162
LTGs,9.835,9.650196090488585,0.5079904132850078,9.67582657909525,1.7185016888672742,1-273196
LTGs,11.035,10.748553733971454,0.8076700832447399,11.019909477129268,2.012837224705172,1-273213
LTGs,10.519,10.28817141632916,0.8661095461526431,10.435220913900597,1.8744818176994664,1-273244
LTGs,10.012,9.942354577467611,0.524266944228642,9.483780811553526,1.8331471119127851,1-273287
LTGs,11.04,10.66021979586299,0.8544880964254566,11.106638643516652,2.2027606873931997,1-273422
LTGs,10.616,10.381424338498283,0.8522345317823657,10.537507254832274,1.9912260756924949,1-273427
LTGs,10.856,10.62612480366515,0.8458418035682747,10.770858190098792,2.1051694279993316,1-273477
LTGs,10.709,10.412874135140417,0.7638020758525064,10.704039857782396,2.0633333589517497,1-27376
LTGs,10.968,10.725686878888727,0.8581754598623044,10.900084754113578,2.0678145111618402,1-2742
LTGs,11.164,11.028930217502376,0.9767628487689989,10.892017918601164,2.208441356438567,1-274323
LTGs,10.031,9.794890977658355,0.48614891249391007,9.954639114563783,1.795184589682424,1-274506
LTGs,10.353,10.099213220876566,0.38417394878061817,10.299983143900933,2.0068937079479006,1-274519
LTGs,10.863,10.823453332991603,0.9093429519077706,10.103732273476599,2.0824263008607717,1-274526
LTGs,10.519,10.395257598310712,0.7063759270735308,10.214361098570452,2.030194785356751,1-274583
LTGs,10.363,10.232521709492625,0.705862057440328,10.078176926748437,1.9206450014067875,1-274593
LTGs,10.885,10.725682087070837,0.5814938583615715,10.673283805827156,2.243286146083446,1-274658
LTGs,10.112,9.837921280002696,0.4402784116155544,10.083264881425528,1.9132839017604184,1-274689
LTGs,10.626,10.531216088173895,0.8086157661582155,10.219449948462907,2.011993114659257,1-274706
LTGs,10.483,10.406034294755237,0.7193325341127301,9.994628264154121,2.0043213737826426,1-275176
LTGs,10.303,9.96386430404938,0.6523415599707352,10.338030274213098,1.9036325160842376,1-275354
LTGs,10.893,10.78336109544696,0.8048201272554568,10.542543585380017,2.1319392952104246,1-275456
LTGs,10.603,9.968181964279598,0.6296142216787893,10.789483617029328,2.1166077439882485,1-27654
LTGs,10.583,10.408844624978734,0.8264631309221774,10.403010891120472,1.9527924430440922,1-276547
LTGs,10.623,10.521578388281403,0.8339133818212814,10.242651820669845,2.018284308426531,1-276574
LTGs,10.155,9.971404373245013,0.5481426752748514,9.99353931931064,1.8656960599160706,1-276679
LTGs,9.993,9.869995314593847,0.44901414757034547,9.686115629766272,1.8915374576725645,1-276843
